league of legends,15678.0
osu!,3837.0
heroes of the storm,3076.0
hearthstone: heroes of warcraft,3044.0
call of duty: advanced warfare,1310.0
minecraft,837.0
counter strike csgo,486.0
the binding of isaac: rebirth,102.0
