league of legends,29310.0
minecraft,11382.0
starcraft ii: heart of the swarm,3469.0
dota 2,2964.0
heroes of the storm,2934.0
call of duty: advanced warfare,2133.0
hearthstone: heroes of warcraft,2041.0
smite,856.0
dragonball xenoverse,606.0
dark souls,181.0
