league of legends,68594.0
dota 2,5718.0
counter-strike: global offensive,3789.0
smite,2551.0
hearthstone: heroes of warcraft,2085.0
call of duty: advanced warfare,1767.0
starcraft ii: heart of the swarm,975.0
resident evil,837.0
arma iii,813.0
heroes of the storm,787.0
