league of legends,45855.0
rust,5664.0
ikaruga,620.0
diablo iii: reaper of souls,588.0
heroes of the storm,578.0
hearthstone: heroes of warcraft,522.0
resident evil,131.0
metal slug x: super vehicle - 001,94.0
