league of legends,59811.0
counter-strike: global offensive,6992.0
heroes of the storm,3875.0
call of duty: advanced warfare,2474.0
hearthstone: heroes of warcraft,2144.0
cube world,1367.0
smite,553.0
resident evil 6,33.0
starcraft ii: heart of the swarm,20.0
mega man x4,1.0
