League of Legends,13127.0
New Super Mario Bros. U,5757.0
Minecraft,4639.0
Counter-Strike: Global Offensive,3550.0
Hearthstone: Heroes of Warcraft,836.0
Smite,724.0
Heroes of the Storm,419.0
World of Warcraft: Warlords of Draenor,157.0
Dota 2,33.0
