league of legends,24062.0
asphalt 8,5196.0
hearthstone: heroes of warcraft,3574.0
world of warcraft: warlords of draenor,2103.0
heroes of the storm,1554.0
call of duty: advanced warfare,374.0
music,81.0
resident evil,60.0
