league of legends,18532.0
dying light,12692.0
call of duty: advanced warfare,8043.0
gaming talk shows,7026.0
cube world,3100.0
the order: 1886,2577.0
smite,2002.0
heroes of the storm,1114.0
hearthstone: heroes of warcraft,995.0
the binding of isaac: rebirth,911.0
