league of legends,41260.0
fifa 15,5141.0
smite,2085.0
dragon ball xenoverse,2022.0
destiny,1068.0
h1z1,1043.0
cube world,976.0
medievil,964.0
dota 2,713.0
world of warcraft: warlords of draenor,150.0
