counter-strike: global offensive,707330.0
league of legends,616882.0
minecraft,167992.0
smite,48854.0
call of duty: advanced warfare,29695.0
hearthstone: heroes of warcraft,25684.0
heroes of the storm,23885.0
dota 2,16184.0
grand theft auto v,15200.0
rust,12905.0
